0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.64263076700286,0,0,0,0,0.579016847051368,0,0,-1.0877645538419,-0.56394890787453,0,0.642833621107324,0.585423034180591,0.804582574392036,0,0,-0.584159475556213,0.634781881966429,0.76796796611645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936778034162021,-0.778310456812021,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.819784789195433,0,0,0,0,0,0,0,0,-0.915855036003815,0,0,0,0,0,0,0,0,0.621531697568916,-0.777916581616338,0,0,0,0,0,-0.730980359978051,0,0,0,0,0,0,0,0,0,-0.804387719582446,-0.662651189305431
0,0,0,0,0,0,0,0,-0.507363064664434,0,0,0,0,0,-0.734106552190476,0,0,0,0,0,-0.557549381359866,0,0,0,0,0,0,-0.576892167210148,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.687393546617682,0,0,0,0,0.72416380872125,0,0,0.629208091955551,1.36835101597844,0.946685910683926,0,0,-1.15075401413172,0,0,1.12590259775047,0.668283961263235,0,0,0,0,0,0,0,0.745801636950296,0,0,0,-1.96858579076409,0,-0.709563990477423
0,0,0,0,0,0,-0.841943818012229,0,0,-0.622559078154786,0,0,0,0,-0.744347629310363,0,0,0,0,0,0,-0.559653394057146,-0.593662581397721,0,0.757005994944531,0,-0.670715148926587,0,0,-0.537024835509448,0,0,0,0,0,0,0
0,0,0,0,0.853930820752307,-1.24732757685775,-1.19464436175975,0,0.943482362190465,0,0,0,0,0,0.670411727536986,0,-0.798914255223827,0,0,-0.772013204631516,0,0,0,-0.871850513907389,0.636987000090491,0,0,0,0,0.547786809309783,1.23376557510667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.736957768899192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.642215431766887,0,0,0,0,0,-0.597217582954116,0,0,0,0,0,0,0,0,0,0,0,0.545438316104851,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.711584201265411,-0.556053641277411,0,0,0,0.737925211957333,0,0,0,0.618591257516455,0,0,0,0,0,0,0,0,0,0.603348826875754,0,0,0,0,0,0,0
